SK_ID_CURR,TARGET
100001,0.03907705729833155
100005,0.12554479942307756
100013,0.02241939495690044
100028,0.02953517663888072
100038,0.1383722946175682
100042,0.05786551220867312
100057,0.004684662395805162
100065,0.035760030562157784
100066,0.009904579603926001
100067,0.08464305940139158
100074,0.057865975828380184
100090,0.027617605231579835
100091,0.154565923808141
100092,0.04289309853435167
100106,0.03557011365829305
100107,0.13204545672447793
100109,0.043881791091759714
100117,0.01828237353418877
100128,0.08940030491576718
100141,0.029642527730772802
100150,0.03550537278574647
100168,0.009296532678443681
100169,0.04596374138464603
100170,0.1803840208649121
100171,0.07434261708483754
100172,0.09563982180253978
100184,0.08088445459542787
100187,0.06357456129093236
100212,0.020352164942370916
100222,0.054877070399515226
100223,0.02971722585577145
100232,0.012333212361150226
100241,0.11052414038272124
100245,0.020512345043768174
100253,0.02869309899905957
100256,0.057776539981395786
100271,0.014393986889798158
100278,0.37373692039131967
100280,0.0116301098531234
100306,0.2171796932588123
100311,0.05791545158182037
100312,0.02274308121830789
100330,0.12084599213785244
100331,0.0320796541859371
100352,0.1729125355038466
100358,0.11813196346956881
100367,0.015129021350408644
100382,0.12244361504659135
100384,0.15869256040068133
100385,0.06878094719385472
100386,0.04597992631783227
100399,0.03049961566727209
100404,0.027460532601280136
100416,0.011519892612523737
100422,0.023685944071437877
100426,0.03024431459038003
100438,0.028779721882966878
100444,0.1516166945475829
100445,0.14267591585154704
100446,0.05785862247131115
100447,0.01864886102131626
100450,0.14498591441116357
100466,0.013016285885525976
100483,0.019779770957383046
100484,0.025835786768139
100494,0.057616219267090575
100510,0.15886544636758124
100512,0.0128298631518925
100517,0.032864864187857494
100548,0.01788304439104948
100551,0.04736140759073181
100552,0.10055644235100555
100553,0.018714233010450006
100561,0.11432552413453947
100568,0.43906595766872514
100569,0.009879668986412148
100591,0.09626845221982527
100592,0.020172602928139535
100602,0.024045478365720758
100607,0.05793046101886883
100613,0.06869409145993921
100617,0.09796420964681281
100618,0.11322013797428868
100622,0.056502974999658034
100625,0.058205484679369535
100677,0.06847635831881776
100699,0.03265262072875419
100702,0.38502141417434577
100711,0.024609080529535254
100729,0.1511805255605573
100740,0.1817554903491047
100744,0.09509639743153607
100745,0.042542270546745434
100747,0.09750185333989131
100751,0.4183968152616686
100752,0.02612609177880954
100753,0.1674519832539449
100754,0.2576478040583701
100760,0.04149559425085977
100762,0.08924644518201323
100763,0.025256508383698407
100765,0.02021143342065728
100770,0.07756749842872301
100772,0.02863111900358316
100777,0.02670573531950657
100791,0.012150580903303107
100792,0.009342787274886763
100797,0.024596896823068433
100823,0.04233055687962951
100826,0.029027862346664268
100830,0.03878641897534532
100836,0.23501575011558812
100872,0.07977340822496241
100910,0.035912133380661855
100913,0.07544433688117902
100918,0.02060051132142416
100931,0.0054901738058203055
100952,0.03900737532387761
100953,0.01644991228099968
