SK_ID_CURR,target
100001,0.23153577812369627
100005,0.5865691599503637
100013,0.17565821301434417
100028,0.30118767358213994
100038,0.5831982778797986
100042,0.2819562589972473
100057,0.027573755995952905
100065,0.16439396568716752
100066,0.08856954790783993
100067,0.5288091093876591
100074,0.418355034465836
100090,0.27162825197979446
100091,0.594284407654316
100092,0.37068541991606635
100106,0.365807169501055
100107,0.6414422858741349
100109,0.3119014802931914
100117,0.1645245458900175
100128,0.5438100848590611
100141,0.32620681530777496
100150,0.24082316723479244
100168,0.06983973126439932
100169,0.2459922847815857
100170,0.6153556509316839
100171,0.4127245767141505
100172,0.5611225734981896
100184,0.5073498391417653
100187,0.4137443853610624
100212,0.22965778816053456
100222,0.36629076710963177
100223,0.21304018598694285
100232,0.050478766923440964
100241,0.5726740429965246
100245,0.20081427265831295
100253,0.16649595490019808
100256,0.4223094715268611
100271,0.06417234275230042
100278,0.7624971672633718
100280,0.030612556874900988
100306,0.6318177730142779
100311,0.4351721388122472
100312,0.19630362859350894
100330,0.5099077448709024
100331,0.2500895988650635
100352,0.5702520341008523
100358,0.455533218530403
100367,0.10738850191769644
100382,0.5564316218055336
100384,0.6107695735678259
100385,0.47674561856277486
100386,0.3007021750992554
100399,0.3391286173360273
100404,0.24850788523437717
100416,0.0681780560600692
100422,0.1822198545111816
100426,0.28049715959455507
100438,0.2329814199495763
100444,0.5762938613251187
100445,0.5528706066958464
100446,0.4055175675946039
100447,0.18742462618414504
100450,0.6149595930123357
100466,0.11469550295364095
100483,0.16647316733506867
100484,0.2181802910216986
100494,0.3390085159616674
100510,0.5832833077949308
100512,0.06829713587086937
100517,0.21754519666915237
100548,0.14829520884741712
100551,0.39930823140125266
100552,0.4653587933895984
100553,0.10074220548349824
100561,0.5910728791289732
100568,0.7835037423300649
100569,0.11417881571873295
100591,0.5301389658706106
100592,0.20462543343105233
100602,0.2623532343711498
100607,0.42307826474096916
100613,0.4604888096971396
100617,0.48839449199147905
100618,0.5266967110709819
100622,0.4028529703321946
100625,0.42431756260956527
100677,0.5459504682749109
100699,0.30359144490107826
100702,0.7962591229207703
100711,0.2830264459656933
100729,0.5813896557278663
100740,0.6417941153359797
100744,0.6000278929933658
100745,0.3354003747519911
100747,0.4658517416044496
100751,0.7713177369758245
100752,0.22218315634233307
100753,0.6247917434919331
100754,0.7089120165306038
100760,0.30245109379403895
100762,0.5425568120206635
100763,0.22228744776276224
100765,0.14756230938864218
100770,0.4949230333292788
100772,0.24021377280977607
100777,0.21486092450646432
100791,0.11414934305761208
100792,0.03721851040832802
100797,0.27710973423267743
100823,0.23769464505160698
100826,0.2294632798084102
100830,0.2750699855971483
100836,0.6903303209504582
100872,0.39513843865414444
100910,0.3595555180976876
100913,0.564545944018747
100918,0.13444223971773223
100931,0.06481360120851011
100952,0.21610016178063302
100953,0.15027060818494886
100965,0.606749893557776
100970,0.18550964357322747
100982,0.6320078818717257
100983,0.6975139662132817
100984,0.38202810768363477
100987,0.24539658071958695
100997,0.38670392337028825
100998,0.6779223803639064
101002,0.28533234671149255
101005,0.5613012615165531
101008,0.7105095125890478
101020,0.3349867475314062
101021,0.41066852269111237
101024,0.3293401447399197
101025,0.6858808988942373
101026,0.22741485065413802
101031,0.08114393333461278
101041,0.10809381083512119
101051,0.012768628454068717
101055,0.4078551048476587
101056,0.6882512861402326
101057,0.22596256117103367
101064,0.12989841090277907
101079,0.48624730015563744
101087,0.03453060553729245
101090,0.2595892460738981
101092,0.5117427930244118
101097,0.5918351319620115
101099,0.1862099231300875
101107,0.5688278536747997
101118,0.28523816626595183
101125,0.5294405489546371
101126,0.04429334024882115
101128,0.047112171950995936
101136,0.3186244499731968
101140,0.6395272805197552
101149,0.44124550785285394
101160,0.5815487146768467
101169,0.6418018504690752
101181,0.3364804290925056
101186,0.04098370293457121
101190,0.24850148198053168
101193,0.48987949961624455
101194,0.5658248344495396
101198,0.6115249759047162
101200,0.17876520530949627
101204,0.11067352121275091
101211,0.46915405236088925
101213,0.32563054660155677
101223,0.20096826015279085
101225,0.5617428780914736
101237,0.3142092221997026
101243,0.4695748530093811
101244,0.49403717659115587
101258,0.21060965091028797
101259,0.5814698296690614
101268,0.5949263420451659
101269,0.24275477968458056
101271,0.16195572654004844
101279,0.23949166859497653
101281,0.6612725146281468
101287,0.25333341886312555
101292,0.2938648252608578
101294,0.20822612582936387
101296,0.5137650742879352
101297,0.11484369864650765
101299,0.13303508668307057
101301,0.22606892333076312
101305,0.5059501178962154
101308,0.6396327265542316
101318,0.034521639440701746
101327,0.6596765691966651
101329,0.05164063896535144
101332,0.4243601421345079
101337,0.2617454845335072
101343,0.1795757465233066
101345,0.14887227072239811
101346,0.071569061888488
101353,0.1446213332247434
101354,0.6127216422625525
101355,0.5925295971230904
101356,0.15680078290607036
101362,0.4019672369361794
101363,0.789478558234463
101365,0.1522068725174875
101366,0.38582678774432133
101367,0.6846978100320821
101368,0.041884898048906646
101374,0.5891533679961015
101380,0.09756438492979909
101383,0.2881737896853353
101398,0.14073022734020985
101399,0.6954830889547963
101401,0.6789998139631738
101412,0.44201615113934445
101426,0.40832245017891206
101427,0.79319044729551
101428,0.6332391940505097
101429,0.6260414454616328
101434,0.18038067675444328
101440,0.6569492857662041
101448,0.4684577957626708
101449,0.3640969198676315
101465,0.28169643196077343
101467,0.14517965624710144
101472,0.4254552746208433
101478,0.6575397309092988
101497,0.40996398652713845
101504,0.238287221775863
101547,0.06617216969142685
101548,0.48168218146147884
101555,0.44562666884964997
101570,0.07989537633252887
101572,0.29677941636137356
101578,0.3680114236474182
101580,0.5325921291083732
101588,0.5571785835402355
101602,0.32394986728161135
101610,0.5085419005161376
101614,0.25481365575780923
101616,0.21536443029858335
101643,0.550547774592737
101644,0.32153094599403437
101649,0.1965564185980844
101650,0.4500352530116311
101665,0.0703942363482614
101667,0.5171168056837574
101669,0.41052371957988076
101674,0.4776235298407331
101675,0.025238921606873056
101678,0.5244336189401759
101682,0.1678747989232879
101686,0.19795629954609928
101697,0.7035687043344118
101700,0.7480805992021524
101711,0.197066256644009
101714,0.2780233377838447
101715,0.7128050603831443
101728,0.1630356838693587
101732,0.3556531875244612
101757,0.49399801129704
101758,0.21977177163124603
101759,0.37203315652979907
101762,0.10867909366802209
101764,0.46201760997446367
101780,0.7004499505817645
101784,0.07866208979067542
101789,0.12806501810281773
101816,0.3802113589841919
101819,0.39858779321469506
101827,0.027673110046674228
101863,0.3781413093613443
101867,0.20535574169877824
101870,0.06161540978076849
101873,0.67821287134764
101878,0.4211437798645915
101879,0.5001436282797695
101880,0.12159790146611255
101887,0.24412888101148386
101897,0.08840608089241675
101901,0.44278016718619606
101903,0.658368256578651
101920,0.27256247663058275
101921,0.14836872826572425
101922,0.4535159555157032
101961,0.5675841491282159
101962,0.05799878797764263
101971,0.3037794180784846
101976,0.7539055619066507
102002,0.5359007717753648
102005,0.23982184627219816
102007,0.7086192851723124
102017,0.12586718445856812
102019,0.6266824766970361
102029,0.10659796212814149
102051,0.6504827493609139
102052,0.030094483273914722
102054,0.17268563124164044
102062,0.4109640265161784
102067,0.6047426833768424
102068,0.5852474009634164
102070,0.44310587924838757
